app_id,app_name,duration,status,spark.broadcast.blockSize,spark.broadcast.compress,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.io.compression.codec,spark.locality.wait,spark.memory.fraction,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.sql.autoBroadcastJoinThreshold,spark.sql.inMemoryColumnarStorage.batchSize,spark.sql.join.preferSortMergeJoin,spark.sql.shuffle.partitions,spark.storage.memoryMapThreshold
application_1688294179913_25886,13d#100#1689481620731_3#IMDB,9810,True,15,1,58,5,10752,4,5,8512,3776,1,2200,0.53,256,0.85,0,24,94,9472,15200,0,68,1
application_1688294179913_25887,29a#100#1689481620356_5#IMDB,12551,True,11,0,106,7,7680,7,3,10432,3072,1,4800,0.78,3392,0.78,1,40,36,10496,9200,0,79,6
application_1688294179913_25888,2d#100#1689481620882_4#IMDB,8088,True,13,0,163,7,10560,7,5,7104,2048,0,3600,0.37,2176,0.56,0,112,96,11520,13600,1,101,2
application_1688294179913_25889,11d#100#1689481620253_2#IMDB,8247,True,4,0,64,2,10752,4,7,6336,2688,0,2000,0.53,2752,0.67,1,116,92,12032,18400,0,62,9
application_1688294179913_25890,30c#100#1689481620917_6#IMDB,12029,True,5,1,154,8,10112,7,5,7232,2240,0,4800,0.58,1280,0.48,1,116,44,11264,10800,1,148,7
application_1688294179913_25891,14b#100#1689481620483_3#IMDB,7808,True,15,0,101,4,4864,6,5,10688,2432,1,1800,0.69,1152,0.41,1,64,18,11008,17000,1,75,7
application_1688294179913_25892,33a#100#1689481621007_3#IMDB,11383,True,12,1,75,5,7296,3,7,8384,3712,0,4000,0.64,3072,0.74,1,56,40,12288,11000,1,95,9
application_1688294179913_25893,4a#100#1689481620471_4#IMDB,7527,True,9,1,159,4,4288,6,7,5696,448,0,3000,0.62,1408,0.82,1,140,28,15616,8200,1,112,6
application_1688294179913_25894,13d#100#1689481620297_1#IMDB,12016,True,8,1,97,5,6848,6,7,8192,576,0,1800,0.63,1408,0.42,0,68,56,13312,10800,0,143,5
application_1688294179913_25895,3c#100#1689481620872_1#IMDB,8376,True,7,0,92,6,8064,7,5,6656,2560,1,3200,0.68,2048,0.8,0,88,78,13312,17600,0,99,7
application_1688294179913_25896,25a#100#1689481621086_3#IMDB,10952,True,1,1,152,3,4928,7,5,11584,2944,0,4400,0.83,192,0.36,0,136,46,16128,8400,1,136,5
application_1688294179913_25897,10a#100#1689481620652_6#IMDB,7893,True,4,0,138,2,8320,5,7,4224,1216,1,5000,0.37,3200,0.55,1,84,76,8192,11200,0,76,5
application_1688294179913_25898,17a#100#1689481620791_5#IMDB,14112,True,10,1,96,4,8704,3,8,8640,2688,0,5000,0.82,448,0.68,0,40,40,12288,9200,1,74,6
application_1688294179913_25899,31a#100#1689481620599_0#IMDB,15493,True,9,0,183,6,11456,5,8,6784,1600,1,2600,0.54,128,0.49,0,76,16,16384,13400,1,106,3
application_1688294179913_25900,4a#100#1689481620832_3#IMDB,7176,True,11,1,139,4,7424,7,5,11136,2688,0,3800,0.38,3776,0.84,0,116,84,8192,19000,1,101,10
application_1688294179913_25901,11a#100#1689481621072_5#IMDB,7151,True,12,0,143,8,4160,8,4,11968,1920,1,4400,0.63,4032,0.84,0,104,32,8448,13600,0,139,7
application_1688294179913_25902,23b#100#1689481620627_3#IMDB,8805,True,5,1,122,7,9344,6,4,9024,960,1,5400,0.67,2624,0.53,1,132,80,16128,8200,1,109,2
application_1688294179913_25903,32b#100#1689481620899_4#IMDB,7191,True,16,0,72,5,8896,4,5,10944,1728,1,2400,0.43,4032,0.53,0,28,62,11520,16600,1,93,10
application_1688294179913_25904,27b#100#1689481620338_3#IMDB,8798,True,6,1,187,7,4224,8,5,7552,2624,1,3200,0.48,2880,0.84,0,104,28,15104,18000,1,120,2
application_1688294179913_25905,19c#100#1689481620174_1#IMDB,11506,True,2,1,83,6,9408,3,8,7104,1792,0,2400,0.57,896,0.77,0,104,60,9472,18600,1,90,1
application_1688294179913_25906,17e#100#1689481620793_5#IMDB,13283,True,14,1,74,5,5760,5,6,10688,3648,1,4600,0.75,1536,0.7,1,88,16,10240,12600,0,115,2
application_1688294179913_25907,9d#100#1689481620648_5#IMDB,12134,True,11,0,106,5,5952,4,8,4672,3712,1,4200,0.71,704,0.55,1,56,92,8960,8400,1,108,3
application_1688294179913_25908,26a#100#1689481620775_1#IMDB,12105,True,6,0,79,6,5184,7,4,7232,2368,1,6000,0.81,3776,0.48,1,104,76,11520,6800,0,89,8
application_1688294179913_25909,27c#100#1689481620202_3#IMDB,8756,True,8,1,79,6,7360,4,6,4672,2112,1,2000,0.42,2240,0.45,0,76,82,9984,7400,0,117,6
application_1688294179913_25910,4b#100#1689481620636_3#IMDB,6949,True,9,0,137,4,6208,8,5,11968,2496,1,3400,0.5,3392,0.49,1,128,20,12800,8400,1,163,3
application_1688294179913_25911,7b#100#1689481620745_6#IMDB,9281,True,6,1,121,2,11200,6,6,4608,768,0,3800,0.75,3584,0.74,0,80,84,10240,15000,1,79,7
application_1688294179913_25912,17f#100#1689481620334_4#IMDB,19441,True,3,0,73,6,8384,4,7,7104,3584,1,4400,0.71,1536,0.68,0,112,32,14592,10000,0,86,5
application_1688294179913_25913,2d#100#1689481620850_5#IMDB,7890,True,7,1,71,2,8256,8,4,8128,768,0,5000,0.44,1600,0.65,0,92,38,10240,5800,1,79,8
application_1688294179913_25914,28c#100#1689481620115_1#IMDB,10510,True,14,1,66,5,7680,7,4,11584,1792,0,4800,0.67,2048,0.5,0,92,24,8448,12600,0,127,9
application_1688294179913_25915,15b#100#1689481620309_6#IMDB,7578,True,1,0,101,4,12288,4,6,7104,3776,0,2200,0.46,2048,0.51,0,104,90,10752,13000,0,103,6
application_1688294179913_25916,5a#100#1689481620569_1#IMDB,6495,True,7,0,52,3,6400,3,7,4096,3712,1,5000,0.61,1472,0.57,1,96,48,14848,7800,1,81,2
application_1688294179913_25917,9a#100#1689481620310_4#IMDB,10702,True,4,1,102,5,7296,6,4,10368,2240,0,1200,0.39,3136,0.41,0,76,56,14592,6000,0,102,7
application_1688294179913_25918,9d#100#1689481620931_5#IMDB,12970,True,7,0,67,5,6272,4,6,8704,2048,1,3400,0.75,3904,0.67,0,52,24,12800,6000,1,71,5
application_1688294179913_25919,32a#100#1689481620496_2#IMDB,6255,True,15,0,80,3,9920,5,6,6656,640,0,5800,0.42,2368,0.76,0,144,32,8448,13200,0,69,7
application_1688294179913_25920,1b#100#1689481620239_6#IMDB,7363,True,11,1,116,3,10496,5,8,7296,2048,1,2200,0.7,128,0.72,1,36,28,8192,15400,1,102,2
application_1688294179913_25921,18a#100#1689481620713_6#IMDB,12699,True,2,1,76,3,11200,8,3,9664,3776,1,4400,0.42,3968,0.41,0,128,80,11776,11600,1,86,10
application_1688294179913_25922,30c#100#1689481620876_1#IMDB,11197,True,5,1,99,5,11840,4,7,5696,3904,1,4600,0.85,2368,0.83,0,80,40,14848,13200,1,129,6
application_1688294179913_25923,27c#100#1689481620367_4#IMDB,9013,True,11,0,90,6,8640,8,4,10176,3584,0,2600,0.63,1664,0.37,0,136,38,12288,11200,0,96,5
application_1688294179913_25924,19b#100#1689481620743_0#IMDB,9880,True,11,1,157,5,11968,8,5,7104,3904,0,2400,0.47,2304,0.47,0,136,68,9984,5400,1,174,9
application_1688294179913_25925,24b#100#1689481620749_0#IMDB,12125,True,13,1,80,5,9472,7,3,10496,1984,1,5600,0.4,2880,0.59,0,88,46,9728,13200,1,57,8
application_1688294179913_25926,29a#100#1689481620248_6#IMDB,12284,True,14,1,79,6,8768,7,3,11520,1792,1,5200,0.55,3840,0.69,1,120,68,13056,14600,0,60,5
application_1688294179913_25927,18b#100#1689481620345_2#IMDB,8311,True,7,0,117,7,11840,5,5,10880,3904,1,2400,0.55,2368,0.7,0,84,72,10752,9200,1,94,2
application_1688294179913_25928,31b#100#1689481620546_5#IMDB,11978,True,5,0,117,7,10944,8,3,9408,2688,0,2600,0.56,3776,0.58,0,132,68,11776,14000,1,117,6
application_1688294179913_25929,16b#100#1689481620428_6#IMDB,21101,True,10,1,76,7,6336,4,5,4864,1152,1,6000,0.36,3712,0.4,1,132,94,11264,18600,1,77,5
application_1688294179913_25930,11d#100#1689481620284_1#IMDB,8577,True,9,1,99,6,8832,5,5,10624,2368,1,2200,0.81,128,0.8,1,112,76,9472,6800,0,111,7
application_1688294179913_25931,22a#100#1689481620576_0#IMDB,10107,True,15,1,101,3,6656,4,6,8640,3840,1,4000,0.74,768,0.48,0,128,96,14592,15000,1,72,8
application_1688294179913_25932,19b#100#1689481620225_4#IMDB,9660,True,7,1,76,5,9472,6,4,7232,1920,1,5800,0.53,2816,0.7,1,64,66,15616,13400,0,90,10
application_1688294179913_25933,1c#100#1689481620188_2#IMDB,7743,True,9,0,128,4,5504,6,7,5440,3008,1,2200,0.66,1536,0.74,0,80,40,11264,15600,0,105,9
application_1688294179913_25934,13d#100#1689481620917_5#IMDB,11077,True,5,1,154,8,10112,7,5,7232,2240,0,4800,0.58,1280,0.48,1,116,44,11264,10800,1,148,7
application_1688294179913_25935,19b#100#1689481620437_0#IMDB,8970,True,1,1,158,6,6976,7,6,8320,1408,1,2600,0.39,3648,0.8,1,64,56,9728,10000,1,129,9
application_1688294179913_25936,22a#100#1689481620916_6#IMDB,10742,True,11,1,81,5,7296,6,5,6656,1984,0,4000,0.67,1088,0.52,0,124,60,12800,17200,0,122,4
application_1688294179913_25937,19a#100#1689481620542_3#IMDB,10370,True,1,1,118,5,9280,7,6,9728,3584,0,3800,0.66,1920,0.43,0,140,72,11264,6000,0,105,9
application_1688294179913_25938,5a#100#1689481620242_0#IMDB,6067,True,6,1,68,7,7040,4,6,8640,3968,0,2000,0.76,3968,0.59,0,136,62,14080,17000,1,66,8
application_1688294179913_25939,5c#100#1689481620518_6#IMDB,7352,True,3,0,70,3,4864,6,5,6272,2368,1,1800,0.46,3712,0.63,0,48,94,11776,10000,0,88,1
application_1688294179913_25940,6a#100#1689481621001_4#IMDB,9512,True,15,0,93,5,6720,6,4,9472,1408,1,1600,0.39,1344,0.8,0,56,60,14080,13000,1,114,9
application_1688294179913_25941,32a#100#1689481620976_5#IMDB,6142,True,8,1,115,3,8512,4,7,7808,3392,1,5200,0.75,1536,0.41,1,64,20,14592,19200,0,73,10
application_1688294179913_25942,25c#100#1689481620879_4#IMDB,11837,True,16,1,130,6,8064,4,7,7296,3584,0,5800,0.67,2880,0.41,0,40,24,12544,6800,0,111,6
application_1688294179913_25943,6e#100#1689481621045_5#IMDB,10198,True,15,1,75,8,8128,3,6,6144,768,1,2000,0.81,3136,0.51,0,32,68,14080,13400,1,104,7
application_1688294179913_25944,15a#100#1689481620260_0#IMDB,8274,True,10,0,81,2,11136,6,4,9920,3456,0,4000,0.5,1088,0.54,1,80,60,9472,10200,0,52,5
application_1688294179913_25945,7b#100#1689481620546_0#IMDB,10422,True,5,0,117,7,10944,8,3,9408,2688,0,2600,0.56,3776,0.58,0,132,68,11776,14000,1,117,6
application_1688294179913_25946,32b#100#1689481620133_5#IMDB,7254,True,3,0,76,6,11584,5,5,4672,1344,0,3200,0.46,2880,0.55,1,32,16,13056,6400,1,107,4
application_1688294179913_25947,10a#100#1689481620301_3#IMDB,9644,True,3,1,139,6,9792,7,5,11008,1728,1,2800,0.7,3904,0.45,1,132,36,14080,16600,1,142,6
application_1688294179913_25948,17c#100#1689481620287_6#IMDB,17672,True,12,0,79,7,6976,5,4,10368,3648,1,1200,0.75,1216,0.68,1,72,42,13312,12800,0,103,6
application_1688294179913_25949,2d#100#1689481621019_2#IMDB,7764,True,13,1,90,5,6592,4,6,7296,512,1,4800,0.67,192,0.83,1,52,84,11776,9000,1,59,8
application_1688294179913_25950,17a#100#1689481620597_6#IMDB,14925,True,2,0,61,5,4544,5,4,8256,4032,0,4600,0.77,2304,0.64,1,60,34,14848,18200,0,72,6
application_1688294179913_25951,11c#100#1689481620536_4#IMDB,7027,True,13,1,128,2,10048,5,6,6336,1536,1,2800,0.61,512,0.56,0,48,56,8448,17000,0,91,5
application_1688294179913_25952,18b#100#1689481620822_5#IMDB,8112,True,13,1,77,4,8192,5,5,7616,3648,1,5400,0.44,1920,0.79,1,72,64,10240,7400,0,116,5
application_1688294179913_25953,27a#100#1689481620645_5#IMDB,8492,True,8,0,85,4,10304,8,4,11712,512,1,4400,0.47,1856,0.63,0,100,88,8448,6200,1,130,2
application_1688294179913_25954,9d#100#1689481620954_0#IMDB,11532,True,4,0,134,7,4608,5,8,4224,2112,0,3600,0.79,2304,0.73,1,132,32,10496,12400,0,135,10
application_1688294179913_25955,32a#100#1689481620908_2#IMDB,6135,True,11,1,90,4,5376,4,6,7616,2560,0,1400,0.6,832,0.7,1,56,28,11520,16400,1,84,9
application_1688294179913_25956,8c#100#1689481620727_6#IMDB,15088,True,13,1,101,4,11264,4,6,7168,4032,1,4600,0.38,3712,0.53,1,48,56,15360,11000,0,56,4
application_1688294179913_25957,18c#100#1689481620537_0#IMDB,12560,True,7,0,122,8,9152,6,5,12224,2432,0,4000,0.39,256,0.83,1,120,84,13312,8600,1,152,10
application_1688294179913_25958,22a#100#1689481620476_0#IMDB,11662,True,9,0,88,6,8448,5,5,6272,2688,1,5000,0.6,3456,0.38,1,92,56,14336,17800,0,63,9
application_1688294179913_25959,9a#100#1689481621071_0#IMDB,11319,True,2,0,77,5,4608,4,5,9792,2368,0,5200,0.7,1216,0.47,1,32,92,13568,19600,1,95,3
application_1688294179913_25960,9a#100#1689481620616_0#IMDB,11455,True,13,0,79,3,11008,6,6,7936,2944,0,2000,0.56,64,0.84,0,32,72,14592,19000,1,143,1
application_1688294179913_25961,16a#100#1689481620555_0#IMDB,15892,True,13,1,77,4,8512,7,4,12032,4096,1,2600,0.7,2944,0.73,1,140,60,8960,5800,1,119,8
application_1688294179913_25962,18c#100#1689481620945_5#IMDB,12193,True,14,0,131,6,11200,8,5,11008,3328,1,2400,0.73,2624,0.43,1,56,84,15104,13200,0,109,3
application_1688294179913_25963,22c#100#1689481620915_5#IMDB,12501,True,13,0,117,6,7168,6,4,7552,3136,1,5000,0.76,1856,0.52,1,48,72,10240,7800,0,111,3
application_1688294179913_25964,25a#100#1689481620119_3#IMDB,10525,True,9,1,130,3,5696,7,5,11328,2496,1,3400,0.77,3264,0.58,1,112,84,15872,9000,0,105,7
application_1688294179913_25965,33b#100#1689481620673_3#IMDB,10722,True,5,1,126,5,10432,8,4,9088,768,1,5400,0.58,2112,0.79,0,44,20,12288,18600,0,129,3
application_1688294179913_25966,23c#100#1689481620387_6#IMDB,8221,True,16,0,91,8,4672,4,5,10752,3648,0,3400,0.47,3968,0.65,1,24,72,9984,18000,1,79,5
application_1688294179913_25967,22b#100#1689481620478_0#IMDB,12492,True,1,0,97,7,11968,3,8,7232,512,0,2000,0.75,1280,0.79,0,108,76,15872,15400,1,97,4
application_1688294179913_25968,20c#100#1689481620640_1#IMDB,10536,True,9,1,110,3,5376,4,8,8384,2880,1,1200,0.37,1600,0.58,0,52,68,14848,19800,1,95,1
application_1688294179913_25969,9c#100#1689481620286_4#IMDB,10140,True,1,1,155,5,5440,7,5,7744,896,0,4800,0.53,832,0.46,0,96,96,8448,11600,1,93,2
application_1688294179913_25970,13c#100#1689481620369_5#IMDB,10104,True,6,0,79,4,8128,7,4,8128,2304,0,1400,0.52,2624,0.8,0,96,76,14080,16400,1,115,6
application_1688294179913_25971,28a#100#1689481620141_4#IMDB,12531,True,3,0,106,3,10240,6,4,9024,1856,1,1600,0.73,3968,0.41,0,44,68,14848,11400,1,101,9
application_1688294179913_25972,33c#100#1689481620838_6#IMDB,10549,True,4,1,99,6,10752,4,7,6400,2432,1,4600,0.6,3776,0.74,1,88,82,10752,5000,1,92,6
application_1688294179913_25973,6a#100#1689481620957_4#IMDB,9468,True,5,0,102,6,10048,7,4,11968,3200,1,2200,0.44,2240,0.61,0,32,26,16128,11000,1,95,9
application_1688294179913_25974,17d#100#1689481620808_1#IMDB,15308,True,6,1,121,5,6976,6,5,5504,4032,0,2400,0.76,3392,0.64,1,104,46,8960,18400,0,137,1
application_1688294179913_25975,7b#100#1689481620943_3#IMDB,9491,True,13,1,131,6,9344,7,5,7296,3392,0,3400,0.81,448,0.61,1,48,50,10752,17600,0,144,10
application_1688294179913_25976,10c#100#1689481620702_0#IMDB,8375,True,9,0,98,3,8256,7,6,6592,2368,1,1800,0.58,1728,0.83,1,92,24,10752,12200,1,164,4
application_1688294179913_25977,27c#100#1689481620586_6#IMDB,9278,True,8,0,99,4,8832,6,6,5952,3520,0,2800,0.36,1280,0.61,1,88,74,10496,19200,1,94,10
application_1688294179913_25978,18a#100#1689481620821_0#IMDB,13281,True,9,0,68,2,11712,6,5,6912,3328,0,3000,0.66,1792,0.51,1,136,66,8960,11400,1,91,8
application_1688294179913_25979,4a#100#1689481620222_1#IMDB,7894,True,1,0,161,8,5568,7,5,8448,3904,0,3400,0.37,960,0.73,0,124,92,12544,17400,0,119,6
application_1688294179913_25980,6b#100#1689481620433_2#IMDB,8526,True,5,0,114,7,8576,5,8,4160,384,1,3800,0.8,3776,0.72,1,60,60,9216,17800,0,171,7
application_1688294179913_25981,8d#100#1689481621084_6#IMDB,18836,True,10,1,106,7,9920,4,8,6976,2560,0,2400,0.54,2880,0.8,1,100,72,8960,11000,1,81,6
application_1688294179913_25982,14b#100#1689481620977_3#IMDB,7639,True,4,0,126,4,5888,4,7,5248,1088,1,2600,0.65,3968,0.43,0,24,36,11520,9000,0,64,5
application_1688294179913_25983,3b#100#1689481620405_1#IMDB,6345,True,2,1,109,8,6336,5,7,4928,960,0,1200,0.61,1984,0.54,1,28,32,11264,9000,1,89,1
application_1688294179913_25984,17f#100#1689481620483_1#IMDB,19863,True,15,0,101,4,4864,6,5,10688,2432,1,1800,0.69,1152,0.41,1,64,18,11008,17000,1,75,7
application_1688294179913_25985,1a#100#1689481620701_2#IMDB,8587,True,3,0,142,2,10240,5,7,7040,1664,1,2200,0.74,3392,0.83,1,64,44,10496,7600,0,110,2
application_1688294179913_25986,31a#100#1689481620338_1#IMDB,12678,True,6,1,187,7,4224,8,5,7552,2624,1,3200,0.48,2880,0.84,0,104,28,15104,18000,1,120,2
application_1688294179913_25987,21a#100#1689481620117_0#IMDB,8363,True,1,1,78,5,6656,8,3,9216,1216,0,3600,0.54,4032,0.67,0,128,86,14336,7600,1,61,1
application_1688294179913_25988,26b#100#1689481620785_5#IMDB,10416,True,3,1,63,3,11712,7,3,9600,3328,0,5800,0.65,2624,0.55,1,136,44,8448,6400,1,52,2
application_1688294179913_25989,8d#100#1689481620996_1#IMDB,16441,True,1,1,94,5,5824,7,3,10752,512,1,3200,0.46,2560,0.49,1,28,52,10496,7000,0,97,4
application_1688294179913_25990,10b#100#1689481620876_2#IMDB,8882,True,5,1,99,5,11840,4,7,5696,3904,1,4600,0.85,2368,0.83,0,80,40,14848,13200,1,129,6
application_1688294179913_25991,18a#100#1689481620163_0#IMDB,13132,True,15,0,87,7,7552,5,6,6912,3904,0,5800,0.79,384,0.53,0,132,48,13568,15600,1,141,5
application_1688294179913_25992,24a#100#1689481620571_1#IMDB,12423,True,14,0,74,4,9280,5,5,6656,2304,1,4200,0.81,2304,0.37,0,28,50,10752,8000,1,58,9
application_1688294179913_25993,22a#100#1689481620938_2#IMDB,10333,True,13,1,151,7,9856,5,8,6656,2368,1,4600,0.64,704,0.56,0,124,24,11264,19000,0,136,5
application_1688294179913_25994,29a#100#1689481620368_3#IMDB,11413,True,15,1,112,4,6400,6,4,11456,1344,1,5400,0.74,2240,0.59,1,72,24,8704,8200,0,101,1
application_1688294179913_25995,26a#100#1689481620931_1#IMDB,11742,True,7,0,67,5,6272,4,6,8704,2048,1,3400,0.75,3904,0.67,0,52,24,12800,6000,1,71,5
application_1688294179913_25996,2d#100#1689481620853_0#IMDB,7118,True,8,1,187,7,9920,5,8,5504,2560,0,4800,0.41,128,0.36,1,80,56,10752,14800,0,115,5
application_1688294179913_25997,25b#100#1689481620841_6#IMDB,10062,True,9,1,106,7,8576,5,4,9856,3904,0,1400,0.78,1792,0.56,0,32,32,10496,15200,1,106,6
application_1688294179913_25998,17c#100#1689481620217_2#IMDB,18810,True,7,1,65,7,4352,4,5,9856,2816,0,3000,0.6,3456,0.41,1,132,64,10496,19800,1,106,8
application_1688294179913_25999,4b#100#1689481620365_3#IMDB,6983,True,4,0,84,4,11840,7,4,10752,2112,1,4400,0.43,1600,0.78,1,120,56,10752,5400,1,123,9
application_1688294179913_26000,1b#100#1689481620438_4#IMDB,8092,True,4,0,123,5,11840,5,7,7424,1088,1,3000,0.46,1664,0.68,1,88,20,14080,16800,1,96,9
application_1688294179913_26001,7b#100#1689481620669_1#IMDB,9753,True,8,0,88,7,6848,6,6,7616,2880,0,4600,0.53,3328,0.46,0,96,28,8704,11000,0,148,3
application_1688294179913_26002,27c#100#1689481620618_2#IMDB,9993,True,14,0,137,2,7424,8,5,6272,1792,0,2800,0.67,2112,0.66,1,76,24,15360,20000,1,137,2
application_1688294179913_26003,17e#100#1689481620707_4#IMDB,12598,True,15,1,91,5,10176,8,5,9344,3392,0,1800,0.37,1472,0.77,1,120,92,9728,11600,0,98,7
application_1688294179913_26004,23b#100#1689481620251_5#IMDB,9369,True,13,0,91,7,9984,4,6,11904,3968,0,3200,0.66,704,0.5,1,108,20,14336,9400,1,77,1
application_1688294179913_26005,15d#100#1689481621026_4#IMDB,8391,True,5,1,94,5,7104,4,7,6016,1984,0,1400,0.77,3712,0.7,0,32,76,15104,5800,1,116,7
application_1688294179913_26006,16d#100#1689481620929_6#IMDB,18101,True,1,1,58,4,7104,8,3,10944,1472,0,1800,0.76,2048,0.8,1,72,96,8704,8200,0,56,8
application_1688294179913_26007,23a#100#1689481620145_2#IMDB,7969,True,5,0,56,4,8064,6,4,11520,2560,0,4000,0.71,2304,0.42,1,80,48,9472,15000,1,98,6
application_1688294179913_26008,5c#100#1689481620794_3#IMDB,7531,True,7,0,127,6,6976,6,5,12224,2496,1,5800,0.46,1280,0.68,1,24,34,14592,19600,0,107,7
application_1688294179913_26009,3a#100#1689481620452_1#IMDB,7156,True,11,1,92,4,9472,6,6,7040,4032,0,3200,0.77,3264,0.71,1,64,80,14848,14000,0,116,3
application_1688294179913_26010,8b#100#1689481620367_3#IMDB,8969,True,11,0,90,6,8640,8,4,10176,3584,0,2600,0.63,1664,0.37,0,136,38,12288,11200,0,96,5
application_1688294179913_26011,7b#100#1689481620142_3#IMDB,9001,True,3,1,66,2,10624,4,7,5184,640,1,1400,0.79,960,0.51,0,136,34,10496,19400,1,104,9
application_1688294179913_26012,28c#100#1689481621058_4#IMDB,13129,True,11,0,116,6,11136,5,5,6720,3968,1,3400,0.4,1984,0.63,0,88,22,13824,10000,1,79,2
application_1688294179913_26013,32b#100#1689481620769_3#IMDB,7067,True,6,1,130,3,7040,6,6,7296,2816,1,5200,0.64,448,0.74,0,24,20,15616,14200,0,117,6
application_1688294179913_26014,14b#100#1689481620999_0#IMDB,7796,True,4,0,95,5,4352,8,4,10240,2816,1,1400,0.63,640,0.38,1,104,64,13568,15200,1,95,9
application_1688294179913_26015,12a#100#1689481620505_6#IMDB,7822,True,7,0,75,7,9536,4,6,6016,1856,0,2600,0.46,3136,0.44,0,60,40,11008,8200,0,97,3
application_1688294179913_26016,12a#100#1689481620688_0#IMDB,7760,True,8,0,76,4,9792,4,7,4544,4096,1,1600,0.4,3072,0.57,1,48,38,16384,6600,0,76,7
application_1688294179913_26017,19b#100#1689481620831_0#IMDB,10733,True,7,0,148,4,9024,6,6,6400,1216,0,5400,0.51,3968,0.41,1,52,92,14336,13400,1,112,6
application_1688294179913_26018,6c#100#1689481620780_5#IMDB,8273,True,9,1,125,6,7936,5,6,7424,512,0,3800,0.84,2304,0.63,1,88,64,13824,14400,0,88,3
application_1688294179913_26019,22d#100#1689481620416_6#IMDB,12353,True,15,0,156,7,11264,7,5,7680,3520,1,5600,0.72,3008,0.56,1,32,48,13824,5200,1,141,6
application_1688294179913_26020,5b#100#1689481620437_4#IMDB,5865,True,1,1,158,6,6976,7,6,8320,1408,1,2600,0.39,3648,0.8,1,64,56,9728,10000,1,129,9
application_1688294179913_26021,32a#100#1689481620689_2#IMDB,6225,True,1,0,61,6,5440,4,6,6400,896,1,4800,0.77,1088,0.63,1,44,36,13312,13400,0,114,2
application_1688294179913_26022,6e#100#1689481620602_5#IMDB,9414,True,7,1,128,2,7616,5,7,8064,2880,0,4400,0.53,2880,0.5,0,80,44,8704,17200,1,92,7
application_1688294179913_26023,9a#100#1689481620741_2#IMDB,10179,True,8,1,163,6,7296,5,7,6208,2112,0,1400,0.36,384,0.53,0,100,36,12032,18800,1,88,9
application_1688294179913_26024,28c#100#1689481620931_4#IMDB,12035,True,7,0,67,5,6272,4,6,8704,2048,1,3400,0.75,3904,0.67,0,52,24,12800,6000,1,71,5
application_1688294179913_26025,10a#100#1689481620206_3#IMDB,8341,True,3,1,86,2,5376,5,5,7552,2368,0,3800,0.51,1408,0.38,1,40,24,14848,19000,0,107,8
application_1688294179913_26026,7b#100#1689481620791_4#IMDB,9539,True,10,1,96,4,8704,3,8,8640,2688,0,5000,0.82,448,0.68,0,40,40,12288,9200,1,74,6
application_1688294179913_26027,26b#100#1689481620598_0#IMDB,9951,True,4,1,70,6,9856,3,7,8320,2496,0,3600,0.82,1152,0.77,1,96,68,11008,12200,0,85,7
application_1688294179913_26028,26a#100#1689481620467_2#IMDB,11196,True,15,1,66,6,6784,6,4,8704,3968,1,5200,0.83,576,0.76,0,104,86,8192,19200,1,65,8
application_1688294179913_26029,1a#100#1689481620558_1#IMDB,9153,True,2,0,122,7,6016,4,6,9920,3392,1,1600,0.52,1536,0.54,1,68,88,11008,8600,0,82,5
application_1688294179913_26030,6f#100#1689481620969_4#IMDB,12622,True,8,0,96,4,5248,6,5,10560,3968,1,4200,0.62,1024,0.42,0,108,74,13056,8000,0,127,7
application_1688294179913_26031,32b#100#1689481620475_4#IMDB,7531,True,14,1,93,4,8000,6,4,9344,1216,0,2400,0.43,2112,0.59,0,36,84,13824,12600,0,56,6
application_1688294179913_26032,17a#100#1689481620929_0#IMDB,13100,True,1,1,58,4,7104,8,3,10944,1472,0,1800,0.76,2048,0.8,1,72,96,8704,8200,0,56,8
application_1688294179913_26033,12b#100#1689481620364_1#IMDB,9525,True,10,1,122,7,11328,4,6,7424,3008,0,2800,0.7,704,0.48,0,48,84,16128,19000,0,73,4
application_1688294179913_26034,6d#100#1689481620993_2#IMDB,10846,True,2,0,58,6,8768,4,5,7616,1792,1,4800,0.52,1600,0.72,0,124,66,9216,5200,0,53,2
application_1688294179913_26035,25b#100#1689481620763_3#IMDB,9526,True,4,1,80,3,7296,6,5,6016,2944,0,5600,0.39,3840,0.52,0,32,76,12544,14200,1,106,2
application_1688294179913_26036,21b#100#1689481620805_0#IMDB,8247,True,14,1,124,3,9344,7,4,5888,3904,1,2000,0.6,4096,0.4,0,104,56,12544,9400,0,118,5
application_1688294179913_26037,17d#100#1689481620992_6#IMDB,17194,True,10,1,106,4,5568,5,7,7040,2112,0,3800,0.59,704,0.72,0,84,20,9728,7600,0,138,3
application_1688294179913_26038,4c#100#1689481621019_5#IMDB,7337,True,13,1,90,5,6592,4,6,7296,512,1,4800,0.67,192,0.83,1,52,84,11776,9000,1,59,8
application_1688294179913_26039,1d#100#1689481620879_5#IMDB,7706,True,16,1,130,6,8064,4,7,7296,3584,0,5800,0.67,2880,0.41,0,40,24,12544,6800,0,111,6
